species,longitude,latitude
Rhincodon,35.5122,-23.9736
Rhincodon,-86.9041,16.1392
Rhincodon,113.9015,-21.9013
Rhincodon,-86.63333,21.55
Rhincodon,35.5122,-23.9736
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.9
Rhincodon,32.88334,-26.8
Rhincodon,123.533,12.9333
Rhincodon,-86.90017,16.15702
Rhincodon,113.9015,-21.9013
Rhincodon,123.51667,12.91667
Rhincodon,-86.7,21.6
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,35.5122,-23.9736
Rhincodon,35.53333,-23.88333
Rhincodon,35.53333,-23.85
Rhincodon,123.53333,12.93333
Rhincodon,42.79077,11.57853
Rhincodon,34.85,26.3
Rhincodon,-86.65,21.5
Rhincodon,113.9015,-21.9013
Rhincodon,113.83334,-22.13333
Rhincodon,98.76667,7.65
Rhincodon,35.53333,-23.88333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.51667,12.91667
Rhincodon,-86.63333,21.55
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,32.88334,-26.83333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.88333,-22
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,-86.93333,16.15
Rhincodon,35.53333,-23.9
Rhincodon,32.88334,-26.76667
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,123.53333,12.93333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,42.8215,11.57652
Rhincodon,113.9015,-21.9013
Rhincodon,35.55,-23.85
Rhincodon,-86.63333,21.55
Rhincodon,113.9015,-21.9013
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,35.5122,-23.9736
Rhincodon,113.9,-21.96667
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,-86.63333,21.55
Rhincodon,123.533,12.9333
Rhincodon,123.51667,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,35.5122,-23.9736
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.51667,12.91667
Rhincodon,98.51667,7.78333
Rhincodon,-86.85,21.6
